year,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,valence
1920,0.6312422636103152,0.515750143266476,238092.9971346705,0.4186995702005731,0.12320916905444126,0.35421854404011477,4.770773638968481,0.2160492836676219,-12.654020057306598,0.6361031518624641,0.6103151862464183,0.0829836676217765,113.22689971346703,0.49821002865329533
1921,0.8621051282051283,0.432170512820513,257891.7628205128,0.2411363461538462,0.07051282051282051,0.33715828737179476,5.108974358974359,0.2052185897435897,-16.811660256410246,0.6666666666666666,0.391025641025641,0.07895192307692306,102.42539743589741,0.37827564102564093
1922,0.8289338842975207,0.5756198347107437,140135.14049586776,0.22617264462809922,0.0,0.2547755020661157,4.8429752066115705,0.2566619834710744,-20.84008264462809,0.6611570247933884,0.09090909090909091,0.46436776859504136,100.03314876033059,0.5711900826446279
1923,0.9572467913513517,0.5773405405405401,177942.36216216217,0.2624064864864865,0.0,0.3717327250270269,4.8108108108108105,0.22746216216216206,-14.129210810810811,0.7891891891891892,5.205405405405405,0.09394864864864867,114.01072972972973,0.6254924324324328
1924,0.9401998601694928,0.5498940677966102,191046.70762711865,0.3443466101694912,0.0,0.5817009136440676,5.648305084745763,0.23521906779661,-14.231343220338985,0.7542372881355932,0.6610169491525424,0.092089406779661,120.68957203389823,0.6637254237288138
1925,0.962701648745521,0.5748745519713262,184777.62365591398,0.2780860215053763,0.0,0.42019593698924723,5.096774193548387,0.2372068100358422,-14.165354838709671,0.7311827956989247,2.6702508960573477,0.11166845878136207,115.47983154121863,0.6211870967741934
1926,0.6663868848758487,0.5969149736644092,157836.34988713317,0.21050642588412327,0.1670428893905192,0.3360934177050413,5.610985703536493,0.2320212942061703,-18.48742287434162,0.6606471030850264,1.436418359668924,0.4779189616252817,109.57097215951842,0.4370937622272383
1927,0.9158258200000028,0.6559293333333329,176542.812,0.26790213333333335,0.016,0.32099203556,4.961333333333333,0.17738653333333335,-15.235275999999976,0.6813333333333333,0.684,0.261915333333333,112.66370666666654,0.6696757333333335
1928,0.9391407145098026,0.5349066666666661,214396.03215686276,0.2088558196078431,0.0,0.4909548132156863,5.39843137254902,0.17465733333333328,-17.13142352941175,0.7050980392156863,1.4533333333333334,0.15864533333333336,106.74906196078446,0.49741231372549016
1929,0.6010148370136718,0.6478398527865401,168795.60988433228,0.24190778128285975,0.45215562565720296,0.21540508682439558,5.419558359621451,0.2359770767613036,-16.533055730809654,0.711882229232387,0.31440588853838064,0.4904637223974763,110.92671083070452,0.6368048370136701
1930,0.9356248883881173,0.5197101802757159,194691.10286320254,0.33485984093319204,0.0042417815482502655,0.35186930079003176,5.36373276776246,0.22063483563096506,-12.823486744432675,0.6728525980911984,0.8510074231177094,0.12019793213149517,109.92478844114518,0.6160890774125142
1931,0.8331824380165301,0.5948927685950423,171564.24483471076,0.23473644938016547,0.3130165289256198,0.22192114648760367,5.043388429752066,0.22724628099173552,-16.509507231404942,0.6859504132231405,0.22107438016528927,0.4527522727272729,108.97437809917368,0.5128472107438018
1932,0.7733629156010245,0.6022140664961636,174763.5230179028,0.27836227621483395,0.0,0.15546704255754482,4.268542199488491,0.21875447570332496,-16.459603580562646,0.7404092071611253,1.7838874680306904,0.41988734015345264,110.47795268542204,0.5988533248081837
1933,0.8908802495726501,0.5700692307692304,196407.0811965812,0.2867542735042735,0.004273504273504274,0.18238781868945858,5.311965811965812,0.20972108262108252,-12.972915954415965,0.6923076923076923,6.873219373219373,0.09092806267806268,112.59650427350425,0.5986485754985753
1934,0.888513707216495,0.529168384879725,189385.65120274914,0.2635702749140894,0.001718213058419244,0.27616513938144366,4.965635738831615,0.2127268041237113,-14.755116838487972,0.7319587628865979,1.309278350515464,0.10207130584192432,115.40552920962193,0.558806013745705
1935,0.7794678283151818,0.554997053171045,221102.22421524665,0.24662291479820622,0.17745035233824472,0.22365544707238946,5.688661114670083,0.2296258167841127,-15.405760409993599,0.6732863549007047,1.3721973094170403,0.3550445227418322,110.72258744394634,0.5445181934657274
1936,0.6019832632999995,0.6233780500000001,172978.595,0.2640076749500002,0.0,0.11850880667999991,4.7965,0.21355614999999972,-19.123150000000006,0.6835,2.6635,0.6271309499999987,108.39304699999988,0.5612937999999996
1937,0.8655405612708025,0.5426403933434191,223035.1921331316,0.31051245083207246,0.01059001512859304,0.3286776088048415,5.523449319213313,0.22534009077155823,-13.120916792738273,0.7125567322239031,3.281391830559758,0.08578350983358546,115.16774281391821,0.5850388804841145
1938,0.9136303530546632,0.48051045016077204,247940.72186495177,0.2812483922829584,0.0,0.37636335974276536,5.056270096463023,0.2360196141479098,-14.307977491961415,0.7668810289389068,2.072347266881029,0.09528697749196152,111.64432475884244,0.5146599839228292
1939,0.9090123100000007,0.5136558000000002,220997.613,0.2848278000000002,0.001,0.28158795441000023,5.306,0.24085729999999994,-13.847035000000005,0.717,4.096,0.12867819999999994,113.32418199999996,0.5612246999999995
1940,0.8465204781704744,0.5254509875259874,181590.275987526,0.3122784251559252,0.19178794178794178,0.32291329170997907,5.503638253638254,0.26248019750519774,-13.612398648648659,0.6242203742203742,0.8503118503118503,0.2457615384615385,108.87211070686068,0.622196382536383
1941,0.8946919855222363,0.4810745604963815,201647.84281282316,0.2654865253360909,0.010341261633919338,0.4427099635367114,4.983453981385729,0.20159855222337106,-15.728245087900715,0.6938986556359876,1.2771458117890382,0.09181220268872826,107.84667114788003,0.4806512926577037
1942,0.8536987646363056,0.4650137196924897,222156.54642223538,0.2554481194559435,0.0,0.39384954910703673,5.292726197516263,0.21241129509166137,-15.029963926670622,0.7303370786516854,1.1324659964518036,0.08398143110585449,106.005413956239,0.47811454760496863
1943,0.9030772355742331,0.4550971988795515,239661.58963585435,0.27989065826330534,0.0,0.4100970037254907,5.264705882352941,0.23984957983193309,-13.602957983193289,0.7296918767507002,1.0742296918767507,0.10559019607843138,106.17102801120453,0.4953791316526606
1944,0.9082415045395609,0.5025696498054477,244107.42282749675,0.2526620881971467,0.0012970168612191958,0.4509160582230864,5.773022049286641,0.23688858625162118,-14.56026977950712,0.6536964980544747,2.9299610894941632,0.17254306095979233,105.92034241245135,0.5419750972762646
1945,0.7113860130000009,0.5178561500000012,195720.2665,0.22541257050000008,0.2575,0.2749280698699997,4.552,0.2033342000000001,-16.927997499999986,0.736,2.093,0.30171354999999966,108.25691699999986,0.49141630000000003
1946,0.9206274223245067,0.41514108170310676,266923.7186421174,0.22236073647871105,0.0011507479861910242,0.48673598736478646,5.4027617951668585,0.21050316455696222,-16.89752876869964,0.7117376294591484,1.6599539700805523,0.0885256041426929,103.12142577675488,0.4007510932105872
1947,0.9156553832938353,0.47210390995260715,232131.8827014218,0.26295517772511867,0.0,0.3512090884182467,5.222156398104265,0.22344502369668234,-14.414843601895752,0.7174170616113744,1.6421800947867298,0.10022861374407585,108.97288329383876,0.5091807464454978
1948,0.9229491499999952,0.4627362500000003,200208.082,0.2414835490000002,0.0845,0.3618871379399996,5.0275,0.2187986499999996,-15.51719899999999,0.6875,1.4295,0.16078170000000028,107.68421149999982,0.46221065000000033
1949,0.9070877949999955,0.4440308999999995,223351.576,0.24721401499999962,0.0,0.29875868940499956,5.0975,0.2095805000000004,-15.490746999999995,0.7355,3.771,0.10339205000000004,108.87556349999996,0.43433360000000026
1950,0.8228144005999973,0.5290370500000003,208073.6155,0.30353605000000045,0.043,0.2116878559149997,5.426,0.22493150000000023,-14.400895999999975,0.6905,3.86,0.2504793500000001,110.50021199999986,0.5570353999999995
1951,0.9003344356499973,0.46142309999999986,212773.3105,0.25727004000000003,0.0025,0.3032900804900004,5.0855,0.21953989999999998,-15.724955500000034,0.7345,3.4195,0.10735124999999997,109.56988249999984,0.44362545000000003
1952,0.8755217394999967,0.45602119999999996,231152.291,0.2556151100000002,0.0255,0.28386363184000024,4.9665,0.23385554999999994,-15.794886500000011,0.7355,3.505,0.13780309999999982,108.2383544999999,0.4429670620499996
1953,0.8917467414999969,0.44083369999999994,216552.2595,0.26741820999999966,0.0055,0.3146247884099999,5.047,0.2214423999999999,-15.414304499999988,0.731,3.6725,0.09259075000000004,110.00811300000004,0.43225100000000016
1954,0.8674129972999983,0.4603712499999994,225951.7585,0.2635610349999999,0.0,0.29132038316000036,4.9605,0.21600780000000003,-15.342990500000003,0.7305,7.707,0.10324314999999985,108.56191249999993,0.4472911499999997
1955,0.8491544579549977,0.4863890999999999,220322.8975,0.28837659499999957,0.001,0.2297107907100001,5.147,0.22401234999999975,-14.261971999999997,0.661,9.765,0.09799290000000015,110.58108099999998,0.46935495000000027
1956,0.8234554899999978,0.4892960500000006,211950.807,0.3026952100000004,0.0,0.23210641707500007,4.977,0.1840064000000007,-14.179832500000003,0.708,15.7935,0.06287684999999993,111.88017150000015,0.5086227499999999
1957,0.793775100000002,0.5036533999999999,240072.304,0.2938097549999997,0.0,0.20377219363999993,4.7795,0.1862875999999999,-14.271581000000035,0.6765,19.7005,0.06757559999999994,112.52888549999989,0.5109486000000003
1958,0.7774467449999998,0.47813154999999946,213321.451,0.3088676800000003,0.0,0.18986254418499987,5.117,0.20264585000000046,-14.219955000000024,0.725,19.2315,0.05761909999999989,112.51172399999993,0.49033495000000005
1959,0.7849092200000009,0.47976285000000046,211928.132,0.3122101900000001,0.0,0.1838199089899998,4.9915,0.19251640000000025,-14.413364000000012,0.745,20.5825,0.06436665000000007,111.38834,0.478257100000001
1960,0.7682544230000004,0.4820517000000005,210238.5085,0.33937980000000006,0.0,0.18165535376999992,5.13,0.20775540000000028,-13.806002000000031,0.7485,19.8485,0.06495709999999995,112.35459950000012,0.5190262500000005
1961,0.7581470750000001,0.4877147500000002,234195.0765,0.33607667399999924,0.0,0.26537126920500015,4.8805,0.20764334999999953,-14.269377000000018,0.7225,19.308,0.059272099999999925,111.64905549999999,0.5073552999999997
1962,0.7259418515000001,0.49074439999999947,206267.5385,0.3660735799999996,0.0,0.17120907309000016,5.1205,0.20179070000000027,-13.273912499999977,0.7385,21.93,0.05652564999999999,114.68595150000007,0.5415934000000002
1963,0.7181344800000005,0.48409314999999986,201515.5245,0.3734276849999997,0.0,0.19960088644499996,5.1075,0.20455155000000008,-13.36989399999999,0.759,25.126,0.05160554999999998,114.3029374999999,0.5399190500000004
1964,0.6950623058470748,0.5018954522738626,195398.0179910045,0.3968526386806599,0.0014992503748125937,0.16701970798600685,5.11344327836082,0.21558910544727697,-12.844956021989,0.7741129435282359,25.7496251874063,0.06162868565717136,114.70529685157432,0.5572052973513241
1965,0.6131359503496513,0.500765584415584,198106.65884115885,0.44399320179820084,0.0014985014985014985,0.12192550422577428,4.933566433566433,0.21387952047952055,-12.034077422577436,0.7777222777222778,27.181818181818183,0.05763536463536464,116.6388116883119,0.5798210289710289
1966,0.5264009007046764,0.5047228058936569,207088.52530429212,0.48017318385650176,0.0,0.11784597854580392,5.313901345291479,0.21674029468289527,-11.360237668161439,0.7463164638052531,30.90711082639334,0.054067136450992946,117.07642216527876,0.5776956438180654
1967,0.5423322508137793,0.4891990014977533,198554.5866200699,0.4413662656015981,0.0004992511233150275,0.12302258415876184,5.1752371442835745,0.1913777333999006,-11.849574138791818,0.7488766849725412,31.149276085871193,0.05157848227658502,116.09159860209681,0.5455145282076889
1968,0.49295721269135845,0.4973220740740734,213801.11604938272,0.4568873777777784,0.0,0.12503021020246907,5.108641975308642,0.2150846913580251,-12.002092839506185,0.774320987654321,31.2,0.0586267160493826,115.8942227160493,0.5630099259259255
1969,0.4460890553518332,0.48616977205153555,238507.78989098116,0.49037882061446947,0.002477700693756194,0.1630086266947474,5.157086223984143,0.208033647175421,-11.981210604558983,0.7507433102081269,32.35678889990089,0.05422324083250745,117.01696729435088,0.5552239692765107
1970,0.45702004913237537,0.5052280614774418,243635.9538919187,0.49481680713931653,0.0004957858205255329,0.13006322303420925,4.973227565691621,0.21163058998512654,-11.75978879524045,0.7704511650966782,33.90332176499752,0.051204610808130865,117.37428210213184,0.5727270699058008
1971,0.4596606169382723,0.5019534320987652,259429.28987654322,0.4943090419753088,0.0004938271604938272,0.12543489128395055,4.967407407407407,0.2124160000000002,-12.116391604938274,0.7609876543209877,33.96543209876543,0.060052296296296374,118.16830765432066,0.5705116049382725
1972,0.45988407666335573,0.5211926514399199,247129.12115193644,0.5026282820258189,0.0024826216484607746,0.11775266470705041,5.152432969215492,0.20612135054617692,-11.789685203574974,0.7432969215491559,33.923038728897716,0.0536588877855015,119.34634160873875,0.5936718470705067
1973,0.4172574755244754,0.5127625374625377,255462.52647352646,0.5353908091908084,0.000999000999000999,0.09998590310689309,4.937562437562438,0.19813466533466523,-11.19163686313688,0.7587412587412588,36.1003996003996,0.05651888111888122,120.04932717282729,0.5881032467532477
1974,0.4491533620723849,0.5183694100148734,249418.84630639563,0.5151857957362422,0.0009915716410510659,0.11658545185919679,5.155676747645018,0.21444308378780336,-11.84953842340111,0.7411998016856718,31.814080317302924,0.07427620228061461,118.99313336638552,0.5824325235498268
1975,0.4300696424492827,0.5226744186046516,254208.6511627907,0.5235905937654629,0.0054428500742206825,0.11067037422563065,5.151904997525977,0.2133311232063336,-11.445217714002942,0.748144482929243,34.1583374567046,0.06166204849084613,118.8616704601684,0.5716751113310237
1976,0.3701217817330672,0.5285758964143422,267375.9327689243,0.5476755976095623,0.00099601593625498,0.12441944108067735,5.0901394422310755,0.24664805776892423,-11.195345119521917,0.7270916334661355,35.216633466135455,0.0623564741035856,120.29478137450212,0.5766630478087645
1977,0.34314404551724154,0.5335206896551744,256076.67816091955,0.5545842168915551,0.004497751124437781,0.127443587626187,5.204897551224388,0.22625192403798128,-11.126880059970013,0.7286356821589205,35.30934532733633,0.06295467266366812,121.64451224387822,0.5827722138930537
1978,0.341063942622951,0.5389968703427725,247988.14505712866,0.5526574068554402,0.008445106805762544,0.10338293813710873,5.161947342275211,0.21752354694485818,-11.095111276701433,0.7237953303527074,35.2722305017387,0.06496120218579239,120.20931942374573,0.5834242921013424
1979,0.30147009225499993,0.5635958000000006,250921.54,0.5866963749999992,0.009,0.1164265940500001,5.1275,0.2101602000000003,-10.99109900000001,0.717,35.797,0.06761124999999996,122.17358300000016,0.6115307000000001
1980,0.293193448666666,0.5543614215686279,250555.14019607843,0.5945241960784312,0.006862745098039216,0.12547379112254908,5.224509803921569,0.20404176470588242,-10.714379411764705,0.740686274509804,35.02401960784314,0.05830681372549022,122.67287058823545,0.5956661274509808
1981,0.3058011381159426,0.5424464767616194,249776.82308845577,0.5972255947026484,0.012993503248375811,0.1448817909245376,5.179910044977511,0.22542763618190892,-10.968303348325813,0.7171414292853573,35.28135932033983,0.05774227886056968,123.04049275362327,0.5835790604697654
1982,0.2968374443270192,0.5600552841475578,247406.36939182453,0.5842664900299099,0.024426719840478565,0.103399178115653,5.232303090727816,0.1988781655034894,-11.064559820538388,0.693419740777667,35.62113659022931,0.06693205383848462,120.89198853439667,0.5815056829511468
1983,0.30961675236145825,0.5447401397903143,249454.2980529206,0.5908433849226163,0.014478282576135796,0.1438080897603598,5.214178731902146,0.19821837244133816,-11.395332501248163,0.6889665501747378,36.10683974038942,0.06602301547678492,120.84967898152772,0.5689900649026455
1984,0.29405014355322384,0.5310491754122934,252347.00049975014,0.5823149575212405,0.014992503748125937,0.1445584793403301,5.276361819090455,0.1919034482758621,-11.697089955022484,0.7051474262868566,37.386806596701646,0.058867766116941604,121.13122438780621,0.5505485307346327
1985,0.309740670438465,0.5550731439960154,251533.78375685101,0.5953022670652727,0.02142501245640259,0.11870871728450401,5.318385650224215,0.1968498754359741,-11.478314897857485,0.6915794718485302,36.55655206776283,0.05859770802192323,121.22498505231711,0.5642019930244145
1986,0.29111834621702387,0.540183972125435,252998.86212045792,0.6110060228969632,0.01642608262817322,0.1152362190990542,5.221005475360876,0.2112076655052264,-11.225395719263341,0.7053260328521652,37.15530114484818,0.06477356893977096,120.23899950223989,0.5488968143354926
1987,0.3357683852197809,0.5368667832167833,246535.3971028971,0.5615285014985016,0.025974025974025976,0.1069401285664336,5.374625374625374,0.19764300699300738,-12.005753746253738,0.7327672327672328,39.00949050949051,0.05720164835164836,120.05755144855146,0.5340429570429558
1988,0.3243897419920115,0.538125611582627,255257.02296555167,0.5851814128806803,0.05391912131802296,0.12520863862206702,5.36445332001997,0.21033764353469764,-11.58102596105843,0.7139291063404892,38.9136295556665,0.06661967049425854,119.93938242636048,0.5463433949076388
1989,0.317918985814187,0.5447028971028955,251943.55894105893,0.5781520529470522,0.03896103896103896,0.11910863737262734,5.27022977022977,0.1982288211788213,-11.466778721278738,0.7132867132867133,38.55144855144855,0.06399530469530468,120.35936463536478,0.5436300199800204
1990,0.3430753494671315,0.5335102589641431,256029.35856573706,0.5657791633466145,0.04133466135458167,0.13187388926792798,5.2629482071713145,0.1888367031872508,-11.428036852589637,0.727589641434263,40.168326693227094,0.0640801792828685,120.02910507968157,0.5257967131474102
1991,0.34538045414427265,0.5555509193776516,238606.87317303158,0.5542013908533706,0.056577086280056574,0.13935816986798671,5.403583215464404,0.1883468646864688,-11.076072135785004,0.7411598302687411,38.95190947666195,0.07023847241867047,119.79147430457321,0.5599732673267316
1992,0.3343240367081679,0.5551345617529867,244357.30278884462,0.5748604033864543,0.08416334661354581,0.10669441412848585,5.319721115537849,0.1968737051792836,-10.694650896414313,0.7559760956175299,42.45517928286853,0.07231484063745015,122.68904282868519,0.558718177290838
1993,0.3202810248411124,0.5697258192651433,247680.36494538232,0.5500387735849049,0.08291956305858987,0.11179936308341622,5.395729890764647,0.19218560079443944,-11.084442403177771,0.740317775571003,42.3480635551142,0.07687025819265146,120.42230933465726,0.5555585402184717
1994,0.32104572517087687,0.5497064883605771,251335.24269440316,0.5678848588410114,0.13174839029222388,0.11799573040118852,5.383358098068351,0.1911326399207532,-10.527020307082717,0.7226349678058445,44.42199108469539,0.07520599306587433,117.95952055473002,0.5240133729569089
1995,0.31705100662668695,0.559848325837082,246106.46826586706,0.5678576361819088,0.136431784107946,0.1264724950174913,5.26936531734133,0.19876106946526773,-10.302394802598716,0.7266366816591704,44.22188905547226,0.0821737131434281,118.96503898050968,0.5298185907046475
1996,0.3095110248639287,0.5877860465116282,251576.08560118754,0.5798754329539842,0.15338941118258287,0.10057722260762011,5.4289955467590305,0.1998732310737262,-9.574210291934671,0.7144977733795151,44.019792182088075,0.08596828302820389,117.9722988619496,0.5607850074220692
1997,0.3127344482831768,0.5742233349778002,245644.06117414898,0.5967071189935861,0.123334977799704,0.110611746354218,5.301924025653675,0.20191425752343364,-9.25627676369018,0.7005426739023187,44.64578194375925,0.0897555994079921,118.14932511100157,0.545356092747903
1998,0.301000800791544,0.5806880039331366,249384.62635201574,0.5992130235988209,0.1553588987217306,0.12648791344641092,5.108652900688299,0.19525162241887878,-9.140027040314664,0.6976401179941003,44.85496558505408,0.08889242871189754,118.07008210422836,0.5292852015732544
1999,0.28631272657831314,0.5815058313253012,242510.84240963854,0.6280656756626509,0.16240963855421686,0.1134943609734941,5.4072289156626505,0.20590289156626526,-8.489800963855412,0.6934939759036145,45.24,0.09354934939759038,119.47584771084333,0.5530626506024097
2000,0.29756810499142333,0.5954513722126922,243649.77272727274,0.6204027770154363,0.1595197255574614,0.13114833425385916,5.181818181818182,0.21620566037735858,-8.456220411663805,0.7041166380789022,46.2590051457976,0.08906526586620928,117.66819811320742,0.5580119210977698
2001,0.26787248361875665,0.5918076452599391,240599.79510703363,0.6432772069317024,0.18042813455657492,0.10196760482161059,5.523955147808358,0.19131488277268105,-7.90646890927625,0.7104994903160041,50.87359836901121,0.08450540265035693,118.33890214067276,0.5579819673802238
2002,0.296350836335767,0.5695844282238443,242690.53673965938,0.6301173294403897,0.1070559610705596,0.10795437242822392,5.259367396593674,0.19977927007299245,-8.06617226277374,0.6866180048661801,45.67542579075426,0.08159031630170321,119.45307201946467,0.5349131873479325
2003,0.28478482835443075,0.5749298259493676,244417.66772151898,0.6500365743670894,0.1439873417721519,0.1033465261392407,5.342563291139241,0.21105767405063297,-7.786547468354416,0.680379746835443,45.767405063291136,0.09611360759493669,120.19126503164543,0.5318592563291136
2004,0.24912087636534833,0.5705564030131827,230049.09227871938,0.6722703389830512,0.18267419962335216,0.10679746690207162,5.291902071563088,0.21489661016949163,-7.376558380414315,0.6741996233521658,47.96892655367232,0.09648757062146897,120.6073888888888,0.5318548022598871
2005,0.25364277388172857,0.5569814253222146,229305.03942380592,0.6621512767247911,0.14329037149355572,0.16363312909021993,5.231235784685368,0.21674804397270694,-8.298213798332053,0.66565579984837,42.11068991660349,0.0905500379075055,123.56404927975734,0.5233799848369974
2006,0.28131788982339917,0.5443527593818983,232433.39220014718,0.6571996247240621,0.09124356144223694,0.1364570205739513,5.1515820456217805,0.2071178807947022,-7.9589190581309825,0.6850625459896983,42.71302428256071,0.075970272259014,123.09366519499649,0.518242752023547
2007,0.21894214912293813,0.5573230134932524,244448.81259370316,0.6903991829085471,0.11094452773613193,0.13981841401049472,5.255622188905547,0.21270989505247354,-7.494287856071971,0.6926536731634183,42.626686656671666,0.08217653673163418,125.20327661169443,0.5168212143928033
2008,0.28555236821534785,0.5539464604402141,228266.6276026175,0.6718591401546687,0.09161213563355146,0.12503442913741827,5.0392623438429505,0.23306186793575281,-7.566056513979783,0.7126710291493159,35.84830458060678,0.07435175490779301,120.64437775133838,0.5564787566924448
2009,0.25149050891095487,0.5660006406149897,245540.97053171045,0.6942454260089688,0.11274823830877642,0.14797719423446498,5.377322229340167,0.21508097373478577,-7.4324977578475355,0.6598334401024984,36.973094170403584,0.08919122357463174,124.82945227418325,0.5380169122357464
2010,0.20871653407445157,0.5996195818459972,267172.67414584395,0.6573552575216735,0.10351861295257522,0.1734452869658336,5.31769505354411,0.2112652728199897,-8.002705252422231,0.676185619581846,29.8281489036206,0.08014982151963279,123.32715961244213,0.5233964048954609
2011,0.2394998959514618,0.5769396580253717,279579.4831770546,0.657764424710424,0.126861555432984,0.210333463662438,5.293436293436294,0.19969128516271398,-8.134242140099282,0.6668505239933812,32.86321014892444,0.0808616105901821,124.24133480419191,0.47095593491450666
2012,0.21352074936702392,0.5588412455334344,255291.65441551813,0.6870636906584997,0.13169984686064318,0.1928772152782033,5.264931087289433,0.2208663603879533,-7.6508718734048,0.6421643695763144,31.27820316488004,0.08543848902501287,123.38061051556916,0.4655762225625321
2013,0.18963156381388255,0.5938806636155596,284759.93363844394,0.6925949116323431,0.13234172387490464,0.3123900455034322,5.310450038138826,0.21504317315026736,-8.238653699466052,0.6186117467581999,24.382532418001524,0.0852790999237224,124.15971281464519,0.43330968726163277
2014,0.22676186994227332,0.586153063943162,264392.4857904085,0.6647777188277075,0.14875666074600355,0.25998195137655405,5.313499111900533,0.22244977797513324,-7.82685523978687,0.6323268206039077,29.107904085257548,0.0976274422735346,124.62149689165186,0.4386810834813505
2015,0.29163995326956504,0.5604550000000001,262678.8834782609,0.5912785065217381,0.1482608695652174,0.24428615511304355,5.223913043478261,0.19861113043478285,-9.230797391304339,0.6647826086956522,29.67217391304348,0.08257169565217387,120.87879260869578,0.43369676086956443
2016,0.22694365554278478,0.5815825457641538,258001.1864623244,0.6565469756492115,0.1753937845891869,0.20333247282673486,5.438484461472967,0.22141668795232022,-8.002875691783755,0.6360153256704981,29.212430821626224,0.09723163048105589,123.81492933163047,0.432452452107279
2017,0.20741324314935086,0.5804751855287571,243402.2495361781,0.686391820083488,0.22448979591836735,0.24706817012523197,5.318181818181818,0.2315129870129873,-8.02631910946198,0.6089981447124304,31.662337662337663,0.09671651205936928,121.82980658627099,0.4363133812615951
2018,0.23383613501842265,0.6027309137803987,227073.1400147384,0.6595520928518803,0.24023581429624172,0.22987447116801765,5.426676492262343,0.23100935887988258,-8.173433677229195,0.582903463522476,27.59948415622697,0.12104473102431824,123.64428813559311,0.42656633382461284
2019,0.26134430419063964,0.6031014169171321,225463.32632030913,0.6297811296693853,0.23529411764705882,0.22112332716616595,5.36839845427222,0.2185006869901247,-8.527674109059689,0.6011163589523401,32.34693001288107,0.10682005152425954,122.41970244740213,0.45781319021039124
2020,0.20230315157196035,0.6052853749417798,218977.48276665114,0.6742474103400076,0.17536096879366558,0.24900808037028394,5.307871448532836,0.23441481136469494,-8.077562878435026,0.5922217047042385,24.064741499767116,0.10062859804378202,124.05830810433173,0.4680300954820674
2021,0.3402533782663046,0.6524883695652172,222760.02826086956,0.5788958315217388,0.10706521739130435,0.35676547204891323,5.302173913043478,0.16230940217391365,-9.54775217391302,0.592391304347826,7.7505434782608695,0.10855891304347871,120.52587500000003,0.45190820652173797
